Shop Name,Links,S_type,S_rating_count,S_score,S_follower,S_variation,S_responserate_percent,S_responsetime,S_location,S_joined_month,Product_Name,P_price,Qsold,P_score,P_rating_count,P_fav_count,total_comments,t_pos_comments,t_neg_comments,PP,EPP
iunccre02tpcmn9sy9wpvjj0q2mr,https://shopee.co.th/%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%80%E0%B8%A1%E0%B8%A5%E0%B9%87%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-Bon-Aroma-Gold-Espresso-instant-Coffee-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B-%E0%B8%9A%E0%B8%AD%E0%B8%99%E0%B8%AD%E0%B9%82%E0%B8%A3%E0%B8%A1%E0%B9%88%E0%B8%B2-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B8%82%E0%B8%A7%E0%B8%94-100g-200g.-i.317445252.8443623002,User,0,0.0,1,846,75,within hours,จังหวัดนนทบุรี,7.0,"เนสกาแฟ กาแฟ เมล็ดกาแฟ Bon Aroma Gold & Espresso instant Coffee กาแฟสำเร็จรูป บอนอโรม่า กาแฟโกลด์ ขวด 100g,200g.",230,0,0.0,0,0,0,0,0,0.0,0.0
kanomkhunpa,https://shopee.co.th/%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B8%AD%E0%B8%AD%E0%B8%A3%E0%B8%B4%E0%B8%88%E0%B8%B4%E0%B8%99%E0%B8%B1%E0%B8%A5-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-Nescafe-Gold-Das-Original-200-g-i.75484969.6047972297,User,76500,4.8,6300,427,57,within hours,จังหวัดสงขลา,34.0,เนสกาแฟ โกลด์ ออริจินัล 200 กรัม Nescafe Gold Das Original 200 g,235,145,4.8,46,27,24,23,1,0.9583333333333330,0.15862068965517200
isarahalalshop,https://shopee.co.th/Nescafe-gold-crema-200g-i.44391881.4365783604,User,8100,4.8,11100,124,66,within hours,จังหวัดสงขลา,36.0,Nescafe gold crema 200g,235,0,0.0,0,0,0,0,0,0.0,0.0
peikantima,https://shopee.co.th/Nescafe-Gold-Original-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%9D%E0%B8%B2%E0%B8%97%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A3%E0%B8%AD%E0%B8%AD%E0%B8%A3%E0%B8%B4%E0%B8%88%E0%B8%B4%E0%B8%99%E0%B8%B1%E0%B8%A5-i.1533661.7083686740,User,100,4.9,41,173,100,within minutes,จังหวัดสงขลา,60.0,Nescafe Gold Original เนสกาแฟฝาทอง สูตรออริจินัล,235,6,5.0,6,0,0,0,0,0.0,0.0
peikantima,https://shopee.co.th/Nescafe-Gold-Blend-Alta-Rica-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%9D%E0%B8%A3%E0%B8%B1%E0%B9%88%E0%B8%87%E0%B9%80%E0%B8%A8%E0%B8%AA-%E0%B8%AD%E0%B8%B1%E0%B8%A5%E0%B8%95%E0%B9%89%E0%B8%B2%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B9%89%E0%B8%B2-%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%9A%E0%B8%B4%E0%B8%81%E0%B9%89%E0%B8%B2-100--i.1533661.9137647313,User,100,4.9,41,169,100,within minutes,จังหวัดสงขลา,60.0,Nescafe Gold Blend Alta Rica เนสกาแฟฝรั่งเศส อัลต้าริก้า อาราบิก้า 100%,235,0,0.0,0,0,0,0,0,0.0,0.0
untttt,https://shopee.co.th/NESCAFE-Gold-Doy-Pack-180g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B8%94%E0%B8%AD%E0%B8%A2%E0%B9%81%E0%B8%9E%E0%B9%87%E0%B8%84(%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%94%E0%B8%B2)-180%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.38576445.6329039000,User,3100,4.9,396,211,93,within hours,จังหวัดกรุงเทพมหานคร,48.0,NESCAFE Gold Doy Pack 180g เนสกาแฟโกลด์ ดอยแพ็ค(ธรรมดา) 180กรัม,237,24,5.0,14,4,5,5,0,1.0,0.20833333333333300
snimsroy,https://shopee.co.th/Nescafe-Gold-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%E0%B8%AA%E0%B8%B8%E0%B8%94-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.7715052.9911353454,User,7600,4.8,1100,128,83,within hours,จังหวัดสงขลา,60.0,Nescafe Gold เนสกาแฟ ขนาดใหญ่สุด 200 กรัม,239,2,5.0,1,1,0,0,0,0.0,0.0
cha_bakery,https://shopee.co.th/%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B9%80%E0%B8%9A%E0%B8%A5%E0%B8%99%E0%B8%94%E0%B9%8C-(%E0%B8%99%E0%B8%B3%E0%B9%80%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%88%E0%B8%B2%E0%B8%81%E0%B8%8D%E0%B8%B5%E0%B9%88%E0%B8%9B%E0%B8%B8%E0%B9%88%E0%B8%99)-80g.-Nescafe-Gold-Blend-(Japan-Imported)-i.11758215.7218800215,User,5600,4.8,4000,331,80,within hours,จังหวัดกรุงเทพมหานคร,48.0,เนสกาแฟโกลด์ เบลนด์ (นำเข้าจากญี่ปุ่น) 80g. Nescafe Gold Blend (Japan Imported),239,46,5.0,19,23,6,6,0,1.0,0.13043478260869600
sahathaishoponline,https://shopee.co.th/Nescafe-Gold-Crema-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B8%B2-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.137291121.5315590223,User,3400,4.9,1400,1100,26,within hours,จังหวัดสุราษฎร์ธานี,25.0,Nescafe Gold Crema เนสกาแฟ โกลด์ เครมา 200 กรัม,239,14,5.0,6,6,3,3,0,1.0,0.21428571428571400
akaradesan,https://shopee.co.th/Nescafe-Gold-Crema-Smooth-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B9%88%E0%B8%B2-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.26083666.5447717059,User,940,4.8,91,270,99,within hours,จังหวัดอุดรธานี,48.0,Nescafe Gold Crema Smooth เนสกาแฟโกลด์ เครม่า ขนาด 200 กรัม,239,0,0.0,0,0,0,0,0,0.0,0.0
akaradesan,https://shopee.co.th/%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-NESCAFE-GOLD-Crema-Intense-200-g-i.26083666.4347717192,User,939,4.8,91,270,99,within hours,จังหวัดอุดรธานี,48.0,เนสกาแฟโกลด์ NESCAFE GOLD Crema Intense 200 g,239,1,4.0,1,0,0,0,0,0.0,0.0
paniltita,https://shopee.co.th/-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%AA%E0%B9%88%E0%B8%87-Nescafe-Gold-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%E0%B8%AA%E0%B8%B8%E0%B8%94-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.7508811.4432334499,User,5900,4.9,951,57,91,within hours,จังหวัดสงขลา,60.0,++พร้อมส่ง++Nescafe Gold เนสกาแฟ ขนาดใหญ่สุด 200 กรัม,240,1300,4.9,488,258,186,283,3,1.521505376344090,0.21769230769230800
untttt,https://shopee.co.th/NESCAFE-Gold-Crema-100g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B8%B2-1%E0%B8%82%E0%B8%A7%E0%B8%94-100%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-1%E0%B8%96%E0%B8%B8%E0%B8%87-100%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.38576445.4435106529,User,3100,4.9,396,211,93,within hours,จังหวัดกรุงเทพมหานคร,48.0,NESCAFE Gold Crema 100g เนสกาแฟโกลด์ เครมา 1ขวด 100กรัม + 1ถุง 100กรัม,240,15,5.0,8,4,2,2,0,1.0,0.13333333333333300
holywater,https://shopee.co.th/Nescafe-Gold-Crema-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B8%B2-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1!-i.29447949.6979150549,User,997,4.8,130,225,77,within hours,จังหวัดกรุงเทพมหานคร,48.0,Nescafe Gold Crema เนสกาแฟโกลด์เครมา ขนาด 200 กรัม!,240,0,0.0,0,0,0,0,0,0.0,0.0
panarind,https://shopee.co.th/Nescafe-Gold-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E2%98%95-180-g-i.135029667.4631701980,User,723,4.9,554,139,88,within hours,จังหวัดกรุงเทพมหานคร,25.0,Nescafe Gold เนสกาแฟโกลด์ ☕ 180 g,240,4,5.0,1,1,1,1,0,1.0,0.25
raikimhyong,https://shopee.co.th/Nescafe-Gold-%E0%B8%99%E0%B8%B3%E0%B9%80%E0%B8%82%E0%B9%89%E0%B8%B2-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-100-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.256637608.3936150103,User,211,4.8,75,113,89,within hours,จังหวัดสงขลา,12.0,Nescafe Gold นำเข้า ขนาด 100 กรัม,240,3,0.0,0,8,0,0,0,0.0,0.0
fmbjantkef,https://shopee.co.th/nescafe%E2%9D%87%E2%96%A5%E2%9C%86Nestle-Gold-Medal-Follicle-Type-Hanging-Ear-Coffee-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%84%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B8%9A%E0%B8%94%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B8%8A%E0%B8%87%E0%B8%94%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B8%A5%E0%B8%B6%E0%B8%81-45g-i.404077971.9236622815,User,0,0.0,0,343,57,within hours,จังหวัดสมุทรสาคร,1.5,nescafe❇▥✆Nestle Gold Medal Follicle Type Hanging Ear Coffee กาแฟคั่วบดแบบชงด้วยมือแบบลึก 45g,240,0,0.0,0,0,0,0,0,0.0,0.0
kemjirapromnumdum,https://shopee.co.th/NESCAFE-GOLD-%E0%B8%82%E0%B8%A7%E0%B8%94%E0%B8%A5%E0%B8%B0242%E0%B8%BF-200%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-%E0%B8%8A%E0%B8%87%E0%B9%84%E0%B8%94%E0%B9%89100%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7-%E0%B8%96%E0%B8%B9%E0%B8%81%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%AA%E0%B8%B8%E0%B8%94-EXP.02-2022-i.34137839.7379081648,User,665,4.9,139,76,44,within hours,จังหวัดนครศรีธรรมราช,48.0,NESCAFE GOLD ขวดละ242฿ 200กรัม ชงได้100แก้ว ถูกที่สุด EXP.02/2022,242,2,5.0,1,0,0,0,0,0.0,0.0
lankly,https://shopee.co.th/Nescafe-gold-de-luxe-all-italiana-crema-decaf-200%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%9F%E0%B8%A3%E0%B8%B5%E0%B8%8B%E0%B8%94%E0%B8%A3%E0%B8%B2%E0%B8%A2-i.10528540.8415723389,User,814,4.9,277,28,97,within minutes,จังหวัดกรุงเทพมหานคร,60.0,"Nescafe gold, de luxe, all italiana, crema, decaf 200กรัม กาแฟสำเร็จรูปชนิดฟรีซดราย",243,90,5.0,41,27,18,18,0,1.0,0.2
pui_comrade,https://shopee.co.th/%F0%9F%9A%9A%F0%9F%92%A8%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%AA%E0%B9%88%E0%B8%87-%E2%98%95%EF%B8%8FNescafe-Gold-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%84%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B8%9A%E0%B8%94-i.38848043.2284442968,User,109300,4.9,40600,291,90,within hours,จังหวัดสงขลา,48.0,🚚💨พร้อมส่ง ☕️Nescafe Gold กาแฟสำเร็จรูปและกาแฟคั่วบด,245,739,4.9,293,176,60,60,0,1.0,0.08119079837618400
chaisaeng_superstore,https://shopee.co.th/Nescafe-GOLD-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-(%E0%B8%AA%E0%B8%B5%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%95%E0%B8%B2%E0%B8%A5)-180-i.93178555.3720953468,User,30100,4.9,7800,4500,84,within hours,จังหวัดสิงห์บุรี,31.0,Nescafe GOLD เนสกาแฟโกลด์ (สีน้ำตาล) 180,245,4,5.0,2,0,0,0,0,0.0,0.0
foodvariety,https://shopee.co.th/Nescaf%C3%A9-Gold-Decaff-Instant-Coffee-Crafted-with-Arabica-Beans-100g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B8%94%E0%B8%B5%E0%B9%81%E0%B8%84%E0%B8%9F-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B8%A1%E0%B8%B5%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B8%AD%E0%B8%B5%E0%B8%99-100g-i.38135558.4241475817,User,8100,4.9,7500,1200,68,within hours,จังหวัดกรุงเทพมหานคร,48.0,Nescafé Gold Decaff Instant Coffee Crafted with Arabica Beans 100g เนสกาแฟ โกลด์ ดีแคฟ กาแฟสำเร็จรูปไม่มีคาเฟอีน 100g,245,37,4.9,14,38,4,4,0,1.0,0.10810810810810800
foodvariety,https://shopee.co.th/Nescaf%C3%A9-Gold-Blend-Espresso-Italian-Style-Rich-With-Crema-100-pure-Arabica-100g-i.38135558.6240684402,User,8100,4.9,7500,1200,68,within hours,จังหวัดกรุงเทพมหานคร,48.0,Nescafé Gold Blend Espresso Italian Style Rich With Crema 100% pure Arabica 100g,245,18,4.9,7,15,3,3,0,1.0,0.16666666666666700
foodvariety,https://shopee.co.th/Nescaf%C3%A9-Gold-Origins-Cap-Colombia-Fruity-and-Delicate-100g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B-100%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.38135558.6839671466,User,8100,4.9,7500,1200,68,within hours,จังหวัดกรุงเทพมหานคร,48.0,Nescafé Gold Origins Cap Colombia Fruity and Delicate 100g เนสกาแฟ โกลด์ กาแฟสำเร็จรูป 100กรัม,245,9,4.6,5,11,0,0,0,0.0,0.0
foodvariety,https://shopee.co.th/Nescaf%C3%A9-Gold-Espresso-Italian-Style-Rich-With-Crema-100-pure-Arabica-100g-i.38135558.9431194054,User,8100,4.9,7500,1200,68,within hours,จังหวัดกรุงเทพมหานคร,48.0,Nescafé Gold Espresso Italian Style Rich With Crema 100% pure Arabica 100g,245,4,5.0,1,3,0,0,0,0.0,0.0
foodvariety,https://shopee.co.th/Nescafe-Gold-Blend-Cap-Colombia-Fruity-Delicate-100g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B9%80%E0%B8%9A%E0%B8%A5%E0%B8%99%E0%B8%94%E0%B9%8C-%E0%B9%80%E0%B9%80%E0%B8%84%E0%B8%9B-%E0%B9%82%E0%B8%84%E0%B8%A5%E0%B8%B1%E0%B8%A1%E0%B9%80%E0%B8%9A%E0%B8%B5%E0%B8%A2-%E0%B8%9F%E0%B8%A3%E0%B8%B8%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89-%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C-%E0%B9%80%E0%B8%94%E0%B8%A5%E0%B8%B4%E0%B9%80%E0%B8%84%E0%B8%97-100%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.38135558.7482901797,User,8100,4.9,7500,1200,68,within hours,จังหวัดกรุงเทพมหานคร,48.0,Nescafe Gold Blend Cap Colombia Fruity & Delicate 100g เนสกาแฟ โกลด์ เบลนด์ เเคป โคลัมเบีย ฟรุตตี้ แอนด์ เดลิเคท 100กรัม,245,0,0.0,0,3,0,0,0,0.0,0.0
dootsabaponpin,https://shopee.co.th/NESCAFE-GOLD-Crema-Jar-200g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B8%B2-200%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-1-%E0%B8%82%E0%B8%A7%E0%B8%94-i.39078968.4526639346,User,1100,4.8,230,2000,1,within hours,จังหวัดสระแก้ว,48.0,NESCAFE GOLD Crema Jar 200g เนสกาแฟโกลด์เครมา 200กรัม 1 ขวด,245,0,0.0,0,0,0,0,0,0.0,0.0
poomsakkkkk,https://shopee.co.th/%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-NESCAFE-GOLD-%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A3-%E0%B8%AD%E0%B8%AD%E0%B8%A3%E0%B8%B4%E0%B8%88%E0%B8%B4%E0%B8%99%E0%B8%AD%E0%B8%A5-i.196695449.9619860533,User,309,4.8,26,94,94,within hours,จังหวัดสุราษฎร์ธานี,18.0,เนสกาแฟโกลด์ NESCAFE GOLD สูตร ออริจินอล,245,0,0.0,0,0,0,0,0,0.0,0.0
jjaysophonsirinun,https://shopee.co.th/%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%80%E0%B8%81%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%B5-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B8%A3%E0%B8%B4%E0%B8%8A%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C%E0%B8%AA%E0%B8%A1%E0%B8%B9%E0%B8%98-100-200g.-Nescafe-Gold-Rich-and-Smooth-Coffee-i.226079481.3580599483,User,261,4.6,273,714,82,within hours,จังหวัดปทุมธานี,15.0,"เนสกาแฟ เกาหลี โกลด์ ริชแอนด์สมูธ 100,200g. Nescafe Gold Rich and Smooth Coffee",245,0,0.0,0,1,0,0,0,0.0,0.0
phakin6666,https://shopee.co.th/NESCAFE-GOLD-Crema-Intense-Jar-200g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B8%B2-%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%97%E0%B8%99%E0%B8%AA%E0%B9%8C-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-1-%E0%B8%82%E0%B8%A7%E0%B8%94-i.173307260.9248295994,User,39,4.9,11,12,95,within minutes,จังหวัดอำนาจเจริญ,20.0,NESCAFE GOLD Crema Intense Jar 200g เนสกาแฟโกลด์เครมา อินเทนส์ 200 กรัม 1 ขวด,245,0,0.0,0,0,0,0,0,0.0,0.0
vnsjdhgu5,https://shopee.co.th/%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-NESCAFE-Gold-Crema-Doy-Pack-100g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B8%B2-%E0%B8%94%E0%B8%AD%E0%B8%A2%E0%B9%81%E0%B8%9E%E0%B9%87%E0%B8%84-%E0%B8%96%E0%B8%B8%E0%B8%87-100%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.401768586.3987375957,User,0,0.0,0,508,57,within hours,จังหวัดฉะเชิงเทรา,1.0,กาแฟ NESCAFE Gold Crema Doy Pack 100g เนสกาแฟโกลด์ เครมา ดอยแพ็ค ถุง 100กรัม,246,0,0.0,0,0,0,0,0,0.0,0.0
magichealthlovejoy,https://shopee.co.th/%F0%9F%8E%80%F0%9F%8E%80-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%AA%E0%B9%88%E0%B8%87%E2%80%8B-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E2%80%8B-NESCAFE%E2%80%8B-GOLD%E2%80%8B-200%E2%80%8B%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.8088159.2323817540,User,15200,4.8,2400,227,93,within hours,จังหวัดสงขลา,60.0,🎀🎀 พร้อมส่ง กาแฟ NESCAFE GOLD 200กรัม,249,38,4.9,16,7,2,2,0,1.0,0.05263157894736840
pongpat86,https://shopee.co.th/%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B8%A3%E0%B8%B4%E0%B8%8A%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C%E0%B8%AA%E0%B8%A1%E0%B8%B9%E0%B8%98-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-Nescafe-Gold-Rich-and-Smooth-Coffee-200g-i.30926504.1497098124,User,3400,4.8,292,210,86,within hours,จังหวัดเชียงใหม่,48.0,เนสกาแฟ โกลด์ ริชแอนด์สมูธ 200 กรัม Nescafe Gold Rich and Smooth Coffee 200g,249,286,4.9,140,80,36,34,2,0.9444444444444440,0.11888111888111900
girlshoponline,https://shopee.co.th/Nescafe-gold-Das-Original-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B8%82%E0%B8%A7%E0%B8%94200g-%E0%B9%80%E0%B8%A2%E0%B8%AD%E0%B8%A3%E0%B8%A1%E0%B8%B1%E0%B8%99.-i.121756754.2879563427,User,58100,4.9,35500,457,98,within hours,จังหวัดนครศรีธรรมราช,27.0,Nescafe gold Das Original เนสกาแฟ ขวด200g เยอรมัน.,250,154,5.0,68,24,14,14,0,1.0,0.09090909090909090
itsaratechiwangkull,https://shopee.co.th/%F0%9F%8D%A5%F0%9F%8D%A5%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-Nescafe-DECAF-100g%F0%9F%8D%A5%F0%9F%8D%A5gold-blend-decaf-freeze-dried-i.11439906.134255156,User,8100,4.8,5200,161,77,within hours,จังหวัดสงขลา,60.0,🍥🍥กาแฟ Nescafe DECAF 100g🍥🍥gold blend decaf freeze dried,250,277,4.9,128,90,18,18,0,1.0,0.06498194945848380
